id,statement,binary_label,subject,speaker
6889.json,Says Chris Christie created this new category where you could get laid off and just be totally denied unemployment benefits forever.,True,jobs,barbara-buono
9972.json,"Thanks to our reforms, the average family will have an extra $322 to spend.",True,"state-budget,taxes",scott-walker
308.json,Says he was the only Republican candidate at a prior debate who said lower-income workers were being hurt by the economy.,False,economy,mike-huckabee
11030.json,"Says Hillary Clintons top 10 donors are mainly banks, corporations and media, while Bernie Sanders top 10 donors are labor unions.",True,campaign-finance,facebook-posts
8132.json,"If we dont spend money on a pier, then that money does wipe into the general funds of the city or the county, and if you send it to the county, you never see it again.",True,taxes,bill-foster
6172.json,Obamacare is . . . the largest tax increase in the history of the world.,False,"health-care,pundits",rush-limbaugh
9518.json,"Republican candidate for governor Allan Fung donated to Democrats like Congressman David Cicilline, disgraced (House) speaker Gordon Fox and even Mr. Obamacare, Harry Reid.",True,"bipartisanship,campaign-finance,candidates-biography,debates",kenneth-block
12892.json,Says Barack Obama founded ISIS. I would say the co-founder would be crooked Hillary Clinton.,False,"foreign-policy,terrorism",donald-trump
10094.json,"More than 70,000 job openings are listed on a state jobs website.",True,"economy,jobs,workers",scott-walker
13361.json,"When asked about bills in Congress important to the North Country, Derrick responded I just dont know enough about it.",False,health-care,elise-stefanik
7366.json,"Except for Virginia, the other 49 states keep raising their gas tax.",False,"states,taxes,transportation",richard-saslaw
7830.json,"Says 70,000 children have lost their Head Start slots because of the sequester.",False,"children,education,federal-budget,poverty",mark-warner
2586.json,(Strickland) raised taxes last year to the tune of $840 million.,True,taxes,john-kasich
10280.json,A golf course closes somewhere in America every 48 hours.,True,sports,bryant-gumbel
1923.json,We get 30 percent of our oil from the Gulf (of Mexico).,False,"energy,oil-spill",orrin-hatch
9589.json,"Although the governor doubled the beach fees . . . all the money, as we found out, is all going to an out-of-state company. The state isnt even getting the money for that.",False,"economy,environment,history,pundits,recreation,state-budget,state-finances,tourism",john-depetro
1599.json,"The Congressional Budget Office analysis of the health insurance reform legislation says the bill ""cuts the deficit by $1.2 trillion in the second 10 years.""",True,"federal-budget,health-care",nancy-pelosi
9903.json,Says John Barrow voted with Obama 85 percent of the time.,False,voting-record,national-republican-congressional-committee
3899.json,Studies show that people that are on welfare are higher users of drugs than people not on welfare.,True,"drugs,marijuana,poverty",rick-scott
12796.json,Says he and Bernie Sanders have very similar views on trade,True,"china,economy,labor,trade,workers",donald-trump
2355.json,"On (Rob Portmans) watch as Bushs trade czar, our deficit with China exploded and as Bushs budget chief, Portman oversaw a spending spree that doubled the deficit.",True,"federal-budget,foreign-policy,history,message-machine,trade",lee-fisher
9453.json,Sens. Mark Warner and Tim Kaine voted to let the U.N. take OUR guns.,False,"guns,voting-record",chain-email
7746.json,"In just six years, Georgia has dropped from first in the nation from a business-friendly legal climate to 24th.",False,"economy,legal-issues,market-regulation",chris-clark
5712.json,6.4 million more Americans living in poverty under President Obama.,True,"economy,poverty",david-dewhurst
449.json,"Hillary Clinton is ""willing to have workers' wages garnisheed if they refuse to buy health insurance.""",True,"health-care,workers",barack-obama
9728.json,We have less crime in the (Rio Grande) Valley than we do in other major Texas cities.,True,"crime,criminal-justice,immigration",juan-chuy-hinojosa
7778.json,Says nearly 1 million people are coming to town in the next 20 years.,False,population,lee-leffingwell
1303.json,"The House health care bill pays for ""about six years of program with a decade of revenue, with the heaviest costs concentrated in the second five years.""",True,"federal-budget,health-care",wall-street-journal-editorial-page
3716.json,Prices are going up. Unemployment is continuing to go up.,True,"economy,jobs",ron-paul
7382.json,Says Texas has the nations most uninsured residents.,False,health-care,sacramento-bee-editorial-board
9654.json,We are 49th in the nation for our graduation rate,True,education,dennis-richardson
13116.json,"Welcome to #Houston, the most #diverse city in #America.",True,"census,city-government,population",sylvester-turner
6356.json,"The White House has three staff calligraphers making between $86,000 and $97,000 each, and just one National Security Director. She makes $55,000.",False,"federal-budget,homeland-security,pundits",mike-huckabee
9147.json,Weve dedicated more money from (Washington Countys) transportation budget to bike and ped projects under my watch than at any time in the history of Washington County.,True,transportation,andy-duyck
10916.json,"If Fox News presidential debate rules had been in place during the1992 election,Bill Clinton wouldnt have beenon the stage.",False,polls,rick-santorum
3415.json,The American Academy of Pediatrics supports banning guns.,True,"children,guns",marion-hammer
2522.json,"Barbara Boxer voted to cut spending on Medicare benefits by $500 billion, cuts so costly to hospitals and nursing homes that they could stop taking Medicare altogether.",False,"health-care,medicare,message-machine,retirement",crossroads-gps
9697.json,Global warming is a hoax.,False,"climate-change,energy,environment",lenar-whitney
4704.json,"Says that we brought CHI Manufacturing, that had business in China, back to Texas.",False,"economy,job-accomplishments,jobs",rick-perry
4405.json,"This year, the Blackstone Valley Mayoral Academy became the first public school in Rhode Island history to have 100 percent of its elementary-age students proficient in reading on state assessments.",True,"children,education",daniel-mckee
1244.json,The cap-and-trade bill will mean 2 million jobs lost.,False,"cap-and-trade,climate-change,energy,environment",energycitizensorg
13357.json,Europe and U.S. households waste 15 times more food than a person in Africa.,True,food,foodmentum
7403.json,Says of a failed cloture vote on nominating Chuck Hagel for defense secretary: This is not a filibuster.,False,"congress,congressional-rules",john-cornyn
3064.json,"Virginia ranked 35th in job creation in 2009 under Gov. Tim Kaine, and moved up to third for 2010, while McDonnell has been in office.",True,jobs,bob-mcdonnell
9495.json,"Part of the increase in the cost (of higher education) has been because state support has dropped. We now spend, under Governor Walker, more on corrections than we do on higher education.",True,"criminal-justice,education,state-budget",mary-burke
13161.json,Since I came into office we have increased the VA budget by 85 percent.,True,"federal-budget,veterans",barack-obama
1034.json,"Sotomayor thinks ""that ones sex, race and ethnicity ought to affect the decisions one renders from the bench.""",True,"sotomayor-nomination,supreme-court",judicial-confirmation-network
653.json,"While in the Illinois Senate, Barack Obama passed ""tax cuts for hard-working families.""",True,taxes,michelle-obama
11745.json,Every one of the mass shootings except two in America since 1950 have been in gun-free zones.,True,"corrections-and-updates,guns",dan-patrick
9700.json,Says Rick Scott raised property taxes.,False,"education,state-budget,taxes",charlie-crist
6640.json,Mitt Romney said we should let foreclosures hit the bottom.,True,housing,kamala-harris
13444.json,"Theres a section in the Constitution called the Emoluments Clause that says no one, nor their spouses, can take money from foreigners. (Hillary Clinton) has to be guilty of 70 or 100 counts just on that one charge.",False,"criminal-justice,elections,foreign-policy",newt-gingrich
10515.json,The woman named Wisconsins 2010 outstanding teacher of the year was laid off by the Milwaukee Public Schools that year under seniority and tenure rules that were eliminated by his Act 10 changes.,True,labor,scott-walker
4390.json,The United States won every major battle of the Vietnam War. Every single one.,True,"history,military,veterans",barack-obama
5601.json,Says gas costs $4.50 a gallon.,False,"energy,gas-prices",david-dewhurst
11098.json,Al Franken said almost exactly what Trump said about John McCains military record.,True,"military,patriotism",rush-limbaugh
6984.json,Veterans unemployment is actually now lower than (the) general population. It was higher when I came into office.,True,"economy,jobs,veterans",barack-obama
2185.json,"In recent years, Rep. LaTourette has sponsored legislation that would increase spending by 551.6 percent.",False,"federal-budget,voting-record",bill-oneill
10219.json,Republicans approved 12 times larger tax breaks for people making over 350 grand than for the average middle-class person.,True,"state-budget,taxes",peter-barca
4904.json,99% of NJ voters do NOT support hunting.,False,"animals,polls",bear-education-and-resource-group
7600.json,"Forty aides who serve President Barack Obama owe $333,485 in back taxes.",True,taxes,blog-posting
10410.json,Factories are opening their doors at the fastest pace in almost two decades.,True,economy,barack-obama
13139.json,"In New York City, murders are up.",False,crime,donald-trump
718.json,"Obama has asked for $932-million in earmarks, literally $1-million for every day that hes been in Congress.",True,federal-budget,john-mccain
4172.json,Says Ronald Reagan repeatedly talked about how irresponsible it would be to allow the full faith and credit of the United States to be impaired in any kind of way.,True,"deficit,federal-budget,history",barack-obama
4774.json,We cut a record $15 billion from our state budget.,True,"message-machine-2012,state-budget",rick-perry
5516.json,Says 94 percent of Wisconsin employers think the state is heading in the right direction and a majority say they will grow their companies in 2012.,True,"economy,job-accomplishments,jobs",scott-walker
13308.json,Says Hillary Clintons plan is going to raise taxes and even double your taxes.,False,"economy,income,taxes",donald-trump
584.json,Sen. McCain's economic plan gives nearly $4-billion in tax breaks to the oil companies but doesn't provide any tax relief to more than 100-million middle-class families.,False,taxes,barack-obama
1976.json,We have that program where immigrants come here and they have to bring a million dollars in order to get a green card if theyre going to create jobs.,False,immigration,jeff-greene
494.json,Privatizing Social Security was a bad idea when George W. Bush proposed it. It's a bad idea today. Sen. McCain's campaign went even further ... suggesting ... to cut cost-of-living adjustments or to raise the retirement age.,False,social-security,barack-obama
476.json,We spend a staggering amount of money on health care over $2-trillion and almost twice as much as any other country per person.,True,health-care,john-mccain
2873.json,Says the Texas House has a record number of new members joining our ranks.,True,"elections,states",joe-straus
5745.json,"The 30 percent tax rate called for under President Barack Obamas proposed Buffett Rule is lower than the prescribed tax rate for millionaires already -- not just for millionaires, for people making over $200,000.",True,taxes,joe-biden
11721.json,Says U.S. Rep. Ted Yoho said African Americans should only be given three-fifths of a vote.,False,"civil-rights,diversity,florida",viral-image
6501.json,A small business in my district needed 31 different permits and fees just to be able to expand.,True,"government-regulation,market-regulation",connie-mack
8565.json,"The U.S. Department of Defense spends $80 million a year on prostate cancer research, $25 million a year on ovarian cancer research and $150 million a year on breast cancer research.",True,"federal-budget,military",saxby-chambliss
9639.json,76 percent of doctors support the use of medical marijuana,False,marijuana,new-approach-oregon
7748.json,"We are dealing with an administration that, quite frankly, has shown a reluctance to enforce the immigration law.",True,immigration,marco-rubio
2895.json,I have won more elections than any chairman since 1938.,True,"campaign-finance,elections",michael-steele
10912.json,500 percent more traffic here?,True,"city-budget,city-government",anonymous-activist
665.json,"(McCain) says ""we can't have ... timelines to draw down our troops from Iraq.""",True,iraq,joe-biden
9225.json,"In Wisconsin, a woman only earns 80 cents for every $1 a man earns.",True,"economy,income,jobs,women",mary-burke
2788.json,Grocery prices have risen significantly over the past year or so.,False,"agriculture,economy,history",sarah-palin
1579.json,"Sen. Kay Bailey Hutchison's ""concession speech came with less than 20 percent of the precincts having been counted.",True,elections,linda-curtis
3245.json,The White House budget plan will bring domestic discretionary spending to its lowest share of our economy since Dwight Eisenhower was president.,True,federal-budget,barack-obama
13109.json,Says Donald Trump has outlined policies that read like a Kremlin wish list.,True,"candidates-biography,economy,energy,foreign-policy,history,human-rights,military,trade,transparency",michael-morell
1998.json,"Said he is the only Democratic candidate for state attorney general who has ""represented the entire state of Georgia.""",False,candidates-biography,rob-teilhet
1875.json,In 20 years there will be enough Muslim voters in the U.S. to elect the president by themselves.,False,"elections,immigration",chain-email
13475.json,"Donald Trump Protester Speaks Out: I Was Paid $3,500 To Protest Trumps Rally.",False,fake-news,blog-posting
8628.json,"Says Vladimir Putin said, President Obama and his fellow Democrats are either idiots or deliberately trying to destroy their own economy.",False,"economy,foreign-policy",facebook-posts
668.json,McCain supports tax breaks for companies that ship jobs overseas.,False,taxes,joe-biden
12535.json,ISIS is running through a border made porous by Barack Obamas policies.,False,"immigration,terrorism",greg-abbott
1089.json,"Job losses are so certain under this new cap-and-tax plan that it includes a provision accommodating newly unemployed workers from the resulting dried-up energy sector, to the tune of $4.2 billion over eight years. So much for creating jobs.",True,"cap-and-trade,climate-change,economy,energy,environment",sarah-palin
2382.json,"Extending current tax rates would average more than $100,000 a year to millionaires and even billionaires.",True,"taxes,abc-news-week",austan-goolsbee
2389.json,"Over 22,000 unique Internet Protocol addresses -- in Wisconsin alone -- have downloaded child pornography.",True,"children,crime,job-accomplishments",jb-van-hollen
5763.json,The ACLU has filed a suit to end prayer from the military completely.,False,"military,religion",chain-email
8555.json,"Under President (George W.) Bush, prosecution of gun crimes was 30 percent higher than it is under President Obama.",False,"bush-administration,crime,guns",ted-cruz
4839.json,Says were losing one voter every 13 minutes.,True,elections,our-oregon
7903.json,"A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.",False,"education,privacy",angela-bean
13509.json,Alison Alter got an F in attendance in 2016 as an Austin parks board member and was removed by a unanimous vote of the Austin City Council.,False,city-government,sheri-gallo
12080.json,Illegal immigration is lower than its been in 40 years.,True,immigration,barack-obama
2179.json,Democrats are poised now to cause this largest tax increase in U.S. history.,False,taxes,sarah-palin
8184.json,"Says under Mayor Cory Booker, Newark has seen violent crime up five years in a row, murder up five years in a row.",True,crime,steve-lonegan
10999.json,Americanschools are more segregated than they were in the 1960s.,True,"civil-rights,education",hillary-clinton
8086.json,I was filibustered.,True,"bipartisanship,congressional-rules",rob-portman
1975.json,"It was President Obama's ""inaction that caused over three weeks to go by before he even approved the governor's plan to protect our marsh.""",True,"environment,oil-spill,states",steve-scalise
12389.json,The Chinese last year probably stole $360 billion inintellectual property from the United States.,True,"foreign-policy,legal-issues,technology,trade",newt-gingrich
11301.json,Almost nine out of every 10 pennies that would be spent turning a 200-mile stretch of Interstate 70 into a toll road would be from folks outside Missouri.,False,"state-budget,transportation",jay-nixon
9152.json,Greg Abbott said it would be a waste to expand pre-k to all Texas children.,False,"children,education,state-budget,state-finances",wendy-davis
1056.json,Some 500 detainees were released from Guantanamo during the Bush administration.,True,terrorism,steny-hoyer
12686.json,Youre more likely to be the victim of a violent crime in Milwaukee than in 96 percent of the country.,True,"crime,population,public-safety,urban",van-wanggaard
9345.json,The average person who gets the minimum wage in America is 35 years old.,False,"income,jobs,workers",tammy-baldwin
7456.json,"The majority of public funding for the Marlins stadium came from hotel taxes, the burden of which is incurred by tourists who are visiting our city, NOT the resident taxpayers.",True,"baseball,city-budget,county-budget",jeffrey-loria
12455.json,More people today are leaving Virginia than moving in.,True,"economy,population",nikki-haley
9649.json,"With Rick Scott, there are more funds for preschool education.",False,education,republican-party-florida
10480.json,The children coming across the southern U.S. border were never examined after they got here and quarantined if they had a disease. They were just sent out across the country. Many of them had measles ... We now have an outbreak of it all because of our immigration policy.,False,"immigration,public-health",rush-limbaugh
6164.json,The Mack Penny Plan for the federal budget would balance our budget by 2019 and continues to gain support.,True,"deficit,federal-budget",connie-mack
1759.json,"Under the Arizona immigration law, police are required to check immigration status if someone's ""lawn is overgrown"" or if a dog is ""barking too loudly.""",True,"immigration,legal-issues",kyrsten-sinema
1305.json,"As a result of the House Republican bill, the nonpartisan Congressional Budget Office now confirms that families will see their health care premiums reduced by up to 10 percent.",True,health-care,mike-pence
5364.json,"Says U.S. Rep. Tammy Baldwin, a candidate for Senate, supports raising taxes by $858 billion.",False,"message-machine-2012,taxes",us-chamber-commerce
7927.json,Says the Obama administration plans to reduce the number of beds devoted to holding individuals violating immigration laws and to release hundreds of dangerous criminals into our communities.,False,"crime,criminal-justice,immigration",michael-mccaul
10861.json,Says Democratic challenger Russ Feingold was the deciding vote on Obamacare.,False,"candidates-biography,congressional-rules,health-care,public-health",ron-johnson
9387.json,Florida has the most errors and exonerations from death row.,True,"legal-issues,supreme-court",aclu-florida
1596.json,There is no precedent for what the Democrats are doing with this deception. ... We have never written a reconciliation bill to amend a law that does not exist.,True,health-care,cliff-stearns
523.json,"Obama's plan to raise the capital gains tax ""hurts the middle class.""",False,taxes,republican-national-committee-republican
12598.json,The House Zika bill limits access to birth control services needed to help curb the spread of the virus in Puerto Rico.,True,"abortion,public-health",bill-nelson
7335.json,Says the claim that 40 percent of guns are sold without background checks traces to information gathered before background checks were even required.,True,guns,ted-cruz
836.json,"Obama ""changed the rules in Washington. Gone are the free gifts from lobbyists. Gone are the fancy airplane rides for nothing.""",True,ethics,barack-obama
12136.json,Says JoAnne Kloppenburg has told us she thinks its her job to promote a more equal society.,True,"candidates-biography,legal-issues,supreme-court",rebecca-bradley
2136.json,25 percent of our economy is the financial sector.,False,"corporations,economy,financial-regulation,pundits",david-gregory
12807.json,Illegal immigration and the crime rate are as low as theyve been in decades.,True,"crime,history,immigration",barack-obama
6198.json,"Statistics show that more people at this time telecommute than they ride carpools, mass transit, bicycle or walk.",True,transportation,debbie-dooley
1007.json,Sen. Arlen Specters party switch could end up giving Republicans the ability to filibuster judicial nominees at the Judiciary Committee level so that the nominees never get out of committee.,True,"legal-issues,pundits",rush-limbaugh
4881.json,Says Barack Obama had huge majorities in Congress during his first two years in office and did nothing with them to create jobs in America.,False,"federal-budget,jobs,stimulus",chris-christie
7731.json,U.S. Sen. Lindsey Graham says South Carolina has a labor shortage and wants more immigration.,False,"immigration,jobs",dustin-inman-society
10214.json,110 people a day move to Austin.,False,"city-budget,city-government,population",lynda-rife
2785.json,"One of the interesting things about the Recovery Act was most of the projects came in under budget, faster than expected, because theres just not a lot of work there.",True,stimulus,barack-obama
5834.json,Says Austin has the lowest property tax rate by far of the five major cities in Texas.,True,"city-budget,city-government,housing,taxes",lee-leffingwell
3617.json,"General Electric hasnt really created any jobs in this country, doesnt pay any taxes, and theyre making historic profits.",True,"corporations,deficit,federal-budget,taxes",marcy-kaptur
13296.json,Says the U.S. Attorneys Office said that neither I nor my campaign had any idea what was going on regarding my fathers illegal campaign contributions. And thats why they closed this case.,True,"elections,legal-issues",ami-bera
11523.json,Iowas Republican caucus stopped mattering years ago. It in no way determines the party nominee.,True,"elections,history",trevor-noah
12323.json,Says both Donald Trump and Hillary Clinton say Planned Parenthood is terrificand that it should keep taxpayer funding.,False,abortion,ted-cruz
12278.json,Says Ted Cruz wanted to let in more Syrian refugees and give amnesty to illegal immigrants.,True,"candidates-biography,foreign-policy,immigration,terrorism",great-america-pac
5394.json,"[W]hen adjusted for cost of living, Georgia ranks first nationally in teacher salary and benefits.",True,"education,state-finances",jan-jones
6844.json,U.S. Sen. Sheldon Whitehouse rewarded Wall Street executives with millions in bonuses.,False,"corporations,debt,deficit,economy,financial-regulation,government-regulation,message-machine-2012,market-regulation,stimulus,voting-record",barry-hinckley
9767.json,Says his Act 10 reforms have saved the taxpayers some $3 billion.,True,"city-government,county-government,health-care,pensions,state-budget,state-finances,taxes",scott-walker
7684.json,About 3 percent of Gov. Nathan Deals appointments have been African-American.,True,"civil-rights,public-service",vincent-fort
5405.json,"When I was born, defense spending was 60 percent of the budget. Its now 17 percent.",True,"federal-budget,military",rick-santorum
766.json,John McCain said...in December he was surprised there was a subprime mortgage problem.,True,economy,joe-biden
12069.json,"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",True,women,emma-watson
3558.json,The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.,True,"candidates-biography,federal-budget,health-care,state-budget",sean-duffy
213.json,Huckabee supported a tuition break to the children of illegals that are here illegally when citizens are having to pay a higher rate.,True,"education,immigration",mitt-romney
570.json,"Obama ""voted for and even sponsored amendments that were intended to kill the (immigration overhaul) legislation.""",True,immigration,john-mccain
11942.json,"With Obamacare,You have no options ..you cant get competitive bidding.",False,health-care,donald-trump
9812.json,Weve seen highway fatalities actually decrease in Colorado since marijuana use was legalized.,True,marijuana,anthony-johnson
291.json,"I believe, Senator Clinton, you've raised more money from those people (the oil and gas industry) than any candidate, Democrat or Republican.",True,ethics,john-edwards
4346.json,Gov. Rick Scott is trying to get a waiver under the federal health care law that would deny consumers in Florida the right to the $60 million in rebates they have from their own HMOs.,True,health-care,scott-randolph
9952.json,Jason Carter actually opposed more funding for education in the Senate.,True,"education,state-budget",republican-governors-association
8640.json,About 2 percent of Americans get paid the minimum wage.,True,"economy,poverty,workers",rob-portman
10673.json,"The Affordable Care Act is a major reason why weve seen 50,000 fewer preventable patient deaths in hospitals.",True,"health-care,public-health",barack-obama
7062.json,"After Patrick Murphys charges were dropped, Murphys father gave the prosecutor a huge campaign donation.",False,"campaign-finance,candidates-biography",allen-west
6115.json,"Less than 2 percent of illegals are picking crops, but 41 percent are on welfare.",False,immigration,facebook-posts
2934.json,"Sen. Joe Biden, the ranking member of the Foreign Relations Committee, recommended partitioning Iraq into three separate entities.",True,iraq,george-w-bush
12067.json,Seventy percent of Missourians support voter photo ID legislation.,True,"diversity,elections,legal-issues",caleb-rowden
12688.json,Says middle-class New York State residents will have the lowest tax rate in 70 years.,True,taxes,andrew-cuomo
758.json,My plan offers three times as much tax relief to the middle class as Senator McCain's.,True,taxes,barack-obama
5707.json,"Under President Obama, domestic oil production is at an eight-year high.",True,energy,barack-obama
6851.json,Says under U.S. Sen. Robert Menendezs watch the nations unemployment rate and debt doubled and the federal budget deficit quadrupled.,True,"candidates-biography,debt,deficit,economy,jobs",joseph-kyrillos
5917.json,Seniors will see $500 billion in Medicare cuts to fund Obamacare.,False,"elections,health-care,medicare,message-machine-2012,10-news-tampa-bay",us-chamber-commerce
3832.json,Annual water usage in 2010 was actually down more than 18 percent from usage in 2006.,True,water,charlotte-nash
1772.json,"The percent of students who enter high school and eventually earn a diploma or equivalent, or who remain in pursuit of a diploma or equivalent, is 90 percent.",True,"children,education",rick-perry
9923.json,There is no state in the U.S. where a 40-hour minimum wage work week is enough to afford a two-bedroom apartment.,True,"housing,income,poverty",facebook-posts
10690.json,Says Hillary Clinton will receive her congressional salary until she dies and the Secret Service pays her mortgage.,False,candidates-biography,chain-email
5449.json,Says theres no proven instance where hydraulic fracking has polluted groundwater.,True,"energy,environment,public-safety",rick-perry
5533.json,"Obamas secretary of energy, Dr. Steven Chu, has said publicly he wants us to pay European levels (for gasoline), and that would be $9 or $10 a gallon.",True,gas-prices,newt-gingrich
1503.json,"$100,000 in stimulus funds (were) used for a Martini Bar and Brazilian Steakhouse.",True,stimulus,mitch-mcconnell
7036.json,There are millions of women all across the country who rely on Planned Parenthood for not just contraceptive care; they rely on it for mammograms.,True,"abortion,health-care",barack-obama
750.json,"Under Obama's tax plan, ""95 percent of you will get a tax cut.""",True,taxes,barack-obama
10849.json,It is simply a fact that insufficient funding for Amtrak has delayed the installation of a positive train control safety system. To deny a connection between the (derailment in Philadelphia) and underfunding Amtrak is to deny reality.,True,"federal-budget,transportation",charles-schumer
9962.json,"Austin has over 1,000 city employees that make six-figure salaries.",True,"city-budget,city-government,corrections-and-updates,workers",jay-wiley
11533.json,Every signer of the Declaration of Independence had no federal elected office experience.,False,history,ben-carson
5634.json,The state [food stamp call center] program is administered from foreign shores.,False,state-budget,nan-orrock
8138.json,Says the acting chief of the IRS said he and the majority of IRS employees would rather stay with his current health plan than switch to Obamacare.,True,health-care,jeb-hensarling
2186.json,Florida is now the No. 1 state in the country for automobile accident fraud.,True,"consumer-safety,crime",holly-benson
3560.json,When I took office last year we faced historic budget deficits of $6 billion here in Virginia. And we closed those deficits by cutting spending.,False,"economy,state-budget",bob-mcdonnell
8587.json,All University of Texas student-athletes get an iPad.,False,"education,sports,technology",jody-conradt
7367.json,We have a governor whos vetoed measures like increasing our minimum wage and restoring the earned income tax cut.,True,"jobs,labor,taxes",john-wisniewski
5065.json,Says Milwaukee County buses are no less safe now than a year or two ago.,False,"crime,transportation",chris-abele
4078.json,Says the average government worker wont be impacted in the first two years under the reform of state health benefits.,False,"health-care,state-budget",stephen-sweeney
13176.json,Says she voted for a statewide fracking ban.,True,"corrections-and-updates,environment",dana-young
11138.json,"Planned Parenthood is the only health care that a significant number of women get. About 30 percent of women, thats their health care.",False,"abortion,health-care,women",harry-reid
4771.json,The federal limousine fleet has increased by 42 percent since Barack Obama took office.,False,"deficit,federal-budget",mark-neumann
5151.json,More people have been put on food stamps by Barack Obama than any president in American history.,True,"economy,families,hunger,welfare",newt-gingrich
9967.json,Says President Barack Obama attacked potential terrorist targets in Syria in the middle of the night to minimize terrorist casualties.,False,"military,terrorism",ralph-peters
13426.json,Says Nevadans will have a double-digit hike in their Obamacare premiums for the year and 10 of Nevadas 16 counties will only have one Obamacare...exchange insurer,True,health-care,donald-trump
5652.json,"If Rhode Island raises the meal and beverage tax to 10 percent, it would be the fourth-highest in the nation.",True,"city-budget,economy,state-budget,taxes",john-elkhay
2415.json,Says the Austin chapter of the League of Women Voters has no Republicans among elected officers or on its debate committee.,True,bipartisanship,steve-munisteri
4921.json,"While CEOs of some large charities have big salaries, the heads of some veterans groups do the job for free.",False,"hunger,veterans",chain-email
7787.json,"Says that according to a report, the tech sector now drives more than one-quarter of Austins economy.",True,"economy,jobs",barack-obama
12471.json,"Says Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.",False,nuclear,jon-keyser
9819.json,"Over the last 40 years, real wage growth has been flatlined because of the policies of the Federal Reserve ... It was all driven by the Federal Reserve.",False,"economy,workers",herman-cain
3618.json,"Seniors will have to find $12,500 for health care because Republicans voted to end Medicare.",False,"medicare,retirement",democratic-congressional-campaign-committee
12659.json,Says Hillary Clinton has been given tens of millions of dollars by countries that treat women horribly ...and countries that kill gays.,True,campaign-finance,donald-trump
5940.json,"President Obama promised families making less than $250,000 a year would not see taxes go up, but Obamacare raises 18 different taxes.",False,"candidates-biography,health-care,taxes",crossroads-gps
9355.json,"In Texas, a faceless hospital panel can deny life-sustaining care, giving you only 10 days to find another facility for your mother, dad, or young child, even if the patient is conscious.",True,"corrections-and-updates,health-care,legal-issues",texas-right-life
5342.json,The polls show over half of Americans identify themselves as being pro-life.,False,"abortion,children,government-regulation,health-care,human-rights,legal-issues,polls,public-health,religion,women",barth-bracy
6602.json,Under the Obama economy ... utility bills are higher.,True,economy,mitt-romney
9593.json,This president has offered fewer executive actions than almost any other president preceding his presidency in recent history.,True,supreme-court,beto-orourke
6155.json,Says Barack Obama and his team are socialists in every respect of the word.,False,"candidates-biography,government-regulation,health-care,religion",mark-neumann
5637.json,The (Jackson) plan (for reforming Cleveland schools) lacks any data or methods proven to raise student achievement.,False,education,ohio-federation-teachers
10093.json,"Under Scott Walkers policies, the typical Wisconsin family has actually seen their real income drop by nearly $3,000 in the last four years.",False,"economy,workers",mary-burke
9045.json,Says Ronald Reagan got the Saudis to flood the market with cheap oil.,False,"energy,foreign-policy,history",michael-reagan
10384.json,"Says. Rep. Joe Barton, R-Texas, once said, Wind is a finite resource and harnessing it would slow the winds down, which would cause the temperature to go up.",False,"climate-change,energy,environment,science",facebook-posts
4741.json,People are five to seven times more likely to be murdered in workplaces that allow firearms than in those that prohibit it.,True,"guns,workers",wisconsin-anti-violence-effort-educational-fund
10648.json,U.S. Rep. Patrick Murphy voted to allow members of Congress to receive taxpayer-funded health care for life.,False,"congress,health-care",national-republican-senatorial-committee
3314.json,We dont have bars on campus in Texas. Its against the law... no alcohol allowed.,False,"Alcohol,education,guns",jeff-wentworth
5540.json,Says there have been well over 54 million abortions since 1973.,True,"abortion,supreme-court,women",chris-smith
2706.json,Ed Perlmutter voted for Viagra for rapists paid for with tax dollars.,False,"crime,health-care,message-machine",american-action-network
11060.json,Cobb County businesses have already been awarded contracts worth $250 million on construction of a new Braves stadium.,True,"baseball,county-budget,debt,economy,legal-issues",tim-lee
511.json,Ronald Reagan met with Gorbachev; Kennedy met with Khruschev; and Nixon met with Mao and these were folks who have done horrendous damage not only to their own countries but to other countries.,True,foreign-policy,barack-obama
3988.json,Vern Buchanan has been completely exonerated in a Federal Election Commission action.,False,campaign-finance,vern-buchanan
5820.json,Says Wisconsin Gov. Scott Walkers budget calls for raising property taxes by nearly $500 billion.,False,"state-budget,taxes",pat-quinn
9615.json,Says the Obama administration never responded to his 2012 letter flagging the uptick in unaccompanied children crossing the U.S.-Mexico border.,True,immigration,rick-perry
4159.json,Says this House processed and approved as many bills as previous Legislatures.,False,government-efficiency,bruce-hanna
252.json,"Biden was responsible for ""ending genocide in Bosnia.""",False,foreign-policy,joe-biden
6023.json,The last three days of early voting happen to be the most populated days of voting that we have in early voting.,True,elections,ron-gerberry
2196.json,"Repealing the sales tax on boats in Rhode Island has spawned 2,000 companies, 7,000 jobs and close to $2 billion a year in sales activity.",True,"economy,states,taxes",donald-carcieri
5035.json,Says Newt Gingrich supports amnesty for illegal immigrants.,True,"immigration,message-machine-2012",restore-our-future
